Value	Name	VariableDescription	days	Date	Time
195	MATTOLE R NR PETROLIA CA	Discharge	6	12/21/20	4:22:30 PM
197	MATTOLE R NR PETROLIA CA	Discharge	6	12/21/20	8:22:30 PM
133	N YUBA R BL GOODYEARS BAR CA	Discharge	6	12/21/20	12:52:30 AM
135	N YUBA R BL GOODYEARS BAR CA	Discharge	6	12/21/20	4:52:30 AM
137	N YUBA R BL GOODYEARS BAR CA	Discharge	6	12/21/20	8:52:30 AM
134	N YUBA R BL GOODYEARS BAR CA	Discharge	6	12/21/20	12:52:30 PM
132	N YUBA R BL GOODYEARS BAR CA	Discharge	6	12/21/20	4:52:30 PM
131	N YUBA R BL GOODYEARS BAR CA	Discharge	6	12/21/20	8:52:30 PM
31	NAVARRO R NR NAVARRO CA	Discharge	6	12/21/20	1:22:30 AM
30	NAVARRO R NR NAVARRO CA	Discharge	6	12/21/20	5:22:30 AM
29	NAVARRO R NR NAVARRO CA	Discharge	6	12/21/20	9:22:30 AM
29	NAVARRO R NR NAVARRO CA	Discharge	6	12/21/20	1:22:30 PM
28	NAVARRO R NR NAVARRO CA	Discharge	6	12/21/20	5:22:30 PM
28	NAVARRO R NR NAVARRO CA	Discharge	6	12/21/20	9:22:30 PM
198	MATTOLE R NR PETROLIA CA	Discharge	6	12/21/20	9:33:45 PM
8,991	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	6	12/21/20	2:07:30 AM
8,511	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	6	12/21/20	6:07:30 AM
8,002	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	6	12/21/20	10:07:30 AM
7,571	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	6	12/21/20	2:07:30 PM
7,967	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	6	12/21/20	6:07:30 PM
7,996	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	6	12/21/20	10:07:30 PM
76	NF AMERICAN R A NORTH FORK DAM CA	Discharge	6	12/21/20	2:52:30 AM
75	NF AMERICAN R A NORTH FORK DAM CA	Discharge	6	12/21/20	6:52:30 AM
75	NF AMERICAN R A NORTH FORK DAM CA	Discharge	6	12/21/20	10:52:30 AM
74	NF AMERICAN R A NORTH FORK DAM CA	Discharge	6	12/21/20	2:52:30 PM
74	NF AMERICAN R A NORTH FORK DAM CA	Discharge	6	12/21/20	6:52:30 PM
73	NF AMERICAN R A NORTH FORK DAM CA	Discharge	6	12/21/20	10:52:30 PM
16,869	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	6	12/21/20	3:37:30 AM
15,256	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	6	12/21/20	7:37:30 AM
13,556	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	6	12/21/20	11:37:30 AM
12,088	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	6	12/21/20	3:37:30 PM
10,850	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	6	12/21/20	7:37:30 PM
10,068	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	6	12/21/20	11:37:30 PM
13	NOYO R NR FORT BRAGG CA	Discharge	6	12/21/20	12:37:30 AM
13	NOYO R NR FORT BRAGG CA	Discharge	6	12/21/20	4:37:30 AM
12	NOYO R NR FORT BRAGG CA	Discharge	6	12/21/20	8:37:30 AM
12	NOYO R NR FORT BRAGG CA	Discharge	6	12/21/20	12:37:30 PM
12	NOYO R NR FORT BRAGG CA	Discharge	6	12/21/20	4:37:30 PM
12	NOYO R NR FORT BRAGG CA	Discharge	6	12/21/20	8:37:30 PM
1,205	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	6	12/21/20	1:22:30 AM
1,213	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	6	12/21/20	5:22:30 AM
1,218	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	6	12/21/20	9:22:30 AM
1,221	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	6	12/21/20	1:22:30 PM
1,226	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	6	12/21/20	5:22:30 PM
1,221	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	6	12/21/20	9:22:30 PM
99	PUTAH C NR WINTERS CA	Discharge	6	12/21/20	1:22:30 AM
99	PUTAH C NR WINTERS CA	Discharge	6	12/21/20	5:22:30 AM
99	PUTAH C NR WINTERS CA	Discharge	6	12/21/20	9:22:30 AM
99	PUTAH C NR WINTERS CA	Discharge	6	12/21/20	1:22:30 PM
99	PUTAH C NR WINTERS CA	Discharge	6	12/21/20	5:22:30 PM
99	PUTAH C NR WINTERS CA	Discharge	6	12/21/20	9:22:30 PM
458	REDWOOD C A ORICK CA	Discharge	6	12/21/20	2:22:30 AM
435	REDWOOD C A ORICK CA	Discharge	6	12/21/20	6:22:30 AM
424	REDWOOD C A ORICK CA	Discharge	6	12/21/20	10:22:30 AM
414	REDWOOD C A ORICK CA	Discharge	6	12/21/20	2:22:30 PM
412	REDWOOD C A ORICK CA	Discharge	6	12/21/20	6:22:30 PM
439	REDWOOD C A ORICK CA	Discharge	6	12/21/20	10:22:30 PM
225	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	6	12/21/20	2:07:30 AM
223	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	6	12/21/20	6:07:30 AM
221	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	6	12/21/20	10:07:30 AM
221	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	6	12/21/20	2:07:30 PM
219	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	6	12/21/20	6:07:30 PM
219	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	6	12/21/20	10:07:30 PM
17	SAN LORENZO R A BIG TREES CA	Discharge	6	12/21/20	12:22:30 AM
17	SAN LORENZO R A BIG TREES CA	Discharge	6	12/21/20	4:22:30 AM
17	SAN LORENZO R A BIG TREES CA	Discharge	6	12/21/20	8:22:30 AM
17	SAN LORENZO R A BIG TREES CA	Discharge	6	12/21/20	12:22:30 PM
17	SAN LORENZO R A BIG TREES CA	Discharge	6	12/21/20	4:22:30 PM
17	SAN LORENZO R A BIG TREES CA	Discharge	6	12/21/20	8:22:30 PM
17	SAN LORENZO R A SANTA CRUZ CA	Discharge	6	12/21/20	12:52:30 AM
17	SAN LORENZO R A SANTA CRUZ CA	Discharge	6	12/21/20	4:52:30 AM
16	SAN LORENZO R A SANTA CRUZ CA	Discharge	6	12/21/20	8:52:30 AM
16	SAN LORENZO R A SANTA CRUZ CA	Discharge	6	12/21/20	12:52:30 PM
16	SAN LORENZO R A SANTA CRUZ CA	Discharge	6	12/21/20	4:52:30 PM
14	SAN LORENZO R A SANTA CRUZ CA	Discharge	6	12/21/20	8:52:30 PM
3,006	SMITH R NR CRESCENT CITY CA	Discharge	6	12/21/20	12:52:30 AM
2,906	SMITH R NR CRESCENT CITY CA	Discharge	6	12/21/20	4:52:30 AM
2,821	SMITH R NR CRESCENT CITY CA	Discharge	6	12/21/20	8:52:30 AM
2,739	SMITH R NR CRESCENT CITY CA	Discharge	6	12/21/20	12:52:30 PM
2,678	SMITH R NR CRESCENT CITY CA	Discharge	6	12/21/20	4:52:30 PM
2,848	SMITH R NR CRESCENT CITY CA	Discharge	6	12/21/20	8:52:30 PM
369	TRINITY R A JUNCTION CITY CA	Discharge	6	12/21/20	1:07:30 AM
367	TRINITY R A JUNCTION CITY CA	Discharge	6	12/21/20	5:07:30 AM
367	TRINITY R A JUNCTION CITY CA	Discharge	6	12/21/20	9:07:30 AM
367	TRINITY R A JUNCTION CITY CA	Discharge	6	12/21/20	1:07:30 PM
367	TRINITY R A JUNCTION CITY CA	Discharge	6	12/21/20	5:07:30 PM
368	TRINITY R A JUNCTION CITY CA	Discharge	6	12/21/20	9:07:30 PM
316	TRINITY R A LEWISTON CA	Discharge	6	12/21/20	1:52:30 AM
316	TRINITY R A LEWISTON CA	Discharge	6	12/21/20	5:52:30 AM
317	TRINITY R A LEWISTON CA	Discharge	6	12/21/20	9:52:30 AM
316	TRINITY R A LEWISTON CA	Discharge	6	12/21/20	1:52:30 PM
316	TRINITY R A LEWISTON CA	Discharge	6	12/21/20	5:52:30 PM
316	TRINITY R A LEWISTON CA	Discharge	6	12/21/20	9:52:30 PM
534	TRINITY R NR BURNT RANCH CA	Discharge	6	12/21/20	2:22:30 AM
530	TRINITY R NR BURNT RANCH CA	Discharge	6	12/21/20	6:22:30 AM
530	TRINITY R NR BURNT RANCH CA	Discharge	6	12/21/20	10:22:30 AM
531	TRINITY R NR BURNT RANCH CA	Discharge	6	12/21/20	2:22:30 PM
529	TRINITY R NR BURNT RANCH CA	Discharge	6	12/21/20	6:22:30 PM
532	TRINITY R NR BURNT RANCH CA	Discharge	6	12/21/20	10:22:30 PM
262	TRUCKEE R A FARAD CA	Discharge	6	12/21/20	2:37:30 AM
259	TRUCKEE R A FARAD CA	Discharge	6	12/21/20	6:37:30 AM
258	TRUCKEE R A FARAD CA	Discharge	6	12/21/20	10:37:30 AM
258	TRUCKEE R A FARAD CA	Discharge	6	12/21/20	2:37:30 PM
258	TRUCKEE R A FARAD CA	Discharge	6	12/21/20	6:37:30 PM
259	TRUCKEE R A FARAD CA	Discharge	6	12/21/20	10:37:30 PM
15,075	UMPQUA RIVER NEAR ELKTON, OR	Discharge	6	12/21/20	2:37:30 AM
22,350	UMPQUA RIVER NEAR ELKTON, OR	Discharge	6	12/21/20	6:37:30 AM
24,131	UMPQUA RIVER NEAR ELKTON, OR	Discharge	6	12/21/20	10:37:30 AM
22,763	UMPQUA RIVER NEAR ELKTON, OR	Discharge	6	12/21/20	2:37:30 PM
20,925	UMPQUA RIVER NEAR ELKTON, OR	Discharge	6	12/21/20	6:37:30 PM
19,519	UMPQUA RIVER NEAR ELKTON, OR	Discharge	6	12/21/20	10:37:30 PM
169	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	6	12/21/20	3:22:30 AM
163	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	6	12/21/20	7:22:30 AM
159	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	6	12/21/20	11:22:30 AM
154	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	6	12/21/20	3:22:30 PM
153	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	6	12/21/20	7:22:30 PM
153	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	6	12/21/20	11:22:30 PM
20	E WALKER RV NR BRIDGEPORT, CA	Discharge	8	12/19/20	3:37:30 AM
20	E WALKER RV NR BRIDGEPORT, CA	Discharge	8	12/19/20	7:37:30 AM
20	E WALKER RV NR BRIDGEPORT, CA	Discharge	8	12/19/20	11:37:30 AM
20	E WALKER RV NR BRIDGEPORT, CA	Discharge	8	12/19/20	3:37:30 PM
20	E WALKER RV NR BRIDGEPORT, CA	Discharge	8	12/19/20	7:37:30 PM
20	E WALKER RV NR BRIDGEPORT, CA	Discharge	8	12/19/20	11:37:30 PM
1,816	EEL R A FORT SEWARD CA	Discharge	8	12/19/20	12:07:30 AM
1,627	EEL R A FORT SEWARD CA	Discharge	8	12/19/20	4:07:30 AM
1,462	EEL R A FORT SEWARD CA	Discharge	8	12/19/20	8:07:30 AM
1,308	EEL R A FORT SEWARD CA	Discharge	8	12/19/20	12:07:30 PM
1,181	EEL R A FORT SEWARD CA	Discharge	8	12/19/20	4:07:30 PM
1,062	EEL R A FORT SEWARD CA	Discharge	8	12/19/20	8:07:30 PM
3,271	EEL R A SCOTIA CA	Discharge	8	12/19/20	12:52:30 AM
2,901	EEL R A SCOTIA CA	Discharge	8	12/19/20	4:52:30 AM
2,606	EEL R A SCOTIA CA	Discharge	8	12/19/20	8:52:30 AM
2,362	EEL R A SCOTIA CA	Discharge	8	12/19/20	12:52:30 PM
2,157	EEL R A SCOTIA CA	Discharge	8	12/19/20	4:52:30 PM
1,979	EEL R A SCOTIA CA	Discharge	8	12/19/20	8:52:30 PM
124	HAT C NR HAT CREEK CA	Discharge	8	12/19/20	1:37:30 AM
121	HAT C NR HAT CREEK CA	Discharge	8	12/19/20	5:37:30 AM
120	HAT C NR HAT CREEK CA	Discharge	8	12/19/20	9:37:30 AM
121	HAT C NR HAT CREEK CA	Discharge	8	12/19/20	1:37:30 PM
124	HAT C NR HAT CREEK CA	Discharge	8	12/19/20	5:37:30 PM
125	HAT C NR HAT CREEK CA	Discharge	8	12/19/20	9:37:30 PM
84	LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA	Discharge	8	12/19/20	2:07:30 AM
84	LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA	Discharge	8	12/19/20	6:07:30 AM
84	LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA	Discharge	8	12/19/20	10:07:30 AM
84	LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA	Discharge	8	12/19/20	2:07:30 PM
84	LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA	Discharge	8	12/19/20	6:07:30 PM
84	LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA	Discharge	8	12/19/20	10:07:30 PM
550	MAD R NR ARCATA CA	Discharge	8	12/19/20	2:52:30 AM
505	MAD R NR ARCATA CA	Discharge	8	12/19/20	6:52:30 AM
461	MAD R NR ARCATA CA	Discharge	8	12/19/20	10:52:30 AM
430	MAD R NR ARCATA CA	Discharge	8	12/19/20	2:52:30 PM
404	MAD R NR ARCATA CA	Discharge	8	12/19/20	6:52:30 PM
376	MAD R NR ARCATA CA	Discharge	8	12/19/20	10:52:30 PM
127	MATTOLE R NR ETTERSBURG CA	Discharge	8	12/19/20	1:22:30 AM
118	MATTOLE R NR ETTERSBURG CA	Discharge	8	12/19/20	5:22:30 AM
110	MATTOLE R NR ETTERSBURG CA	Discharge	8	12/19/20	9:22:30 AM
103	MATTOLE R NR ETTERSBURG CA	Discharge	8	12/19/20	1:22:30 PM
98	MATTOLE R NR ETTERSBURG CA	Discharge	8	12/19/20	5:22:30 PM
93	MATTOLE R NR ETTERSBURG CA	Discharge	8	12/19/20	9:22:30 PM
448	MATTOLE R NR PETROLIA CA	Discharge	8	12/19/20	12:22:30 AM
407	MATTOLE R NR PETROLIA CA	Discharge	8	12/19/20	4:22:30 AM
376	MATTOLE R NR PETROLIA CA	Discharge	8	12/19/20	8:22:30 AM
348	MATTOLE R NR PETROLIA CA	Discharge	8	12/19/20	12:22:30 PM
324	MATTOLE R NR PETROLIA CA	Discharge	8	12/19/20	4:22:30 PM
303	MATTOLE R NR PETROLIA CA	Discharge	8	12/19/20	8:22:30 PM
156	N YUBA R BL GOODYEARS BAR CA	Discharge	8	12/19/20	12:52:30 AM
155	N YUBA R BL GOODYEARS BAR CA	Discharge	8	12/19/20	4:52:30 AM
153	N YUBA R BL GOODYEARS BAR CA	Discharge	8	12/19/20	8:52:30 AM
148	N YUBA R BL GOODYEARS BAR CA	Discharge	8	12/19/20	12:52:30 PM
145	N YUBA R BL GOODYEARS BAR CA	Discharge	8	12/19/20	4:52:30 PM
142	N YUBA R BL GOODYEARS BAR CA	Discharge	8	12/19/20	8:52:30 PM
56	NAVARRO R NR NAVARRO CA	Discharge	8	12/19/20	1:22:30 AM
52	NAVARRO R NR NAVARRO CA	Discharge	8	12/19/20	5:22:30 AM
49	NAVARRO R NR NAVARRO CA	Discharge	8	12/19/20	9:22:30 AM
46	NAVARRO R NR NAVARRO CA	Discharge	8	12/19/20	1:22:30 PM
43	NAVARRO R NR NAVARRO CA	Discharge	8	12/19/20	5:22:30 PM
41	NAVARRO R NR NAVARRO CA	Discharge	8	12/19/20	9:22:30 PM
2,230	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	8	12/19/20	2:07:30 AM
2,251	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	8	12/19/20	6:07:30 AM
2,171	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	8	12/19/20	10:07:30 AM
2,121	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	8	12/19/20	2:07:30 PM
2,339	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	8	12/19/20	6:07:30 PM
3,784	NESTUCCA RIVER NEAR BEAVER, OR	Discharge	8	12/19/20	10:07:30 PM
113	NF AMERICAN R A NORTH FORK DAM CA	Discharge	8	12/19/20	2:52:30 AM
107	NF AMERICAN R A NORTH FORK DAM CA	Discharge	8	12/19/20	6:52:30 AM
101	NF AMERICAN R A NORTH FORK DAM CA	Discharge	8	12/19/20	10:52:30 AM
95	NF AMERICAN R A NORTH FORK DAM CA	Discharge	8	12/19/20	2:52:30 PM
92	NF AMERICAN R A NORTH FORK DAM CA	Discharge	8	12/19/20	6:52:30 PM
88	NF AMERICAN R A NORTH FORK DAM CA	Discharge	8	12/19/20	10:52:30 PM
5,526	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	8	12/19/20	3:37:30 AM
5,236	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	8	12/19/20	7:37:30 AM
4,984	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	8	12/19/20	11:37:30 AM
4,749	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	8	12/19/20	3:37:30 PM
4,561	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	8	12/19/20	7:37:30 PM
4,419	NORTH UMPQUA RIVER AT WINCHESTER, OR	Discharge	8	12/19/20	11:37:30 PM
27	NOYO R NR FORT BRAGG CA	Discharge	8	12/19/20	12:37:30 AM
25	NOYO R NR FORT BRAGG CA	Discharge	8	12/19/20	4:37:30 AM
23	NOYO R NR FORT BRAGG CA	Discharge	8	12/19/20	8:37:30 AM
21	NOYO R NR FORT BRAGG CA	Discharge	8	12/19/20	12:37:30 PM
20	NOYO R NR FORT BRAGG CA	Discharge	8	12/19/20	4:37:30 PM
19	NOYO R NR FORT BRAGG CA	Discharge	8	12/19/20	8:37:30 PM
1,209	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	8	12/19/20	1:22:30 AM
1,206	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	8	12/19/20	5:22:30 AM
1,173	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	8	12/19/20	9:22:30 AM
1,171	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	8	12/19/20	1:22:30 PM
1,169	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	8	12/19/20	5:22:30 PM
1,164	PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA	Discharge	8	12/19/20	9:22:30 PM
98	PUTAH C NR WINTERS CA	Discharge	8	12/19/20	1:22:30 AM
98	PUTAH C NR WINTERS CA	Discharge	8	12/19/20	5:22:30 AM
98	PUTAH C NR WINTERS CA	Discharge	8	12/19/20	9:22:30 AM
98	PUTAH C NR WINTERS CA	Discharge	8	12/19/20	1:22:30 PM
98	PUTAH C NR WINTERS CA	Discharge	8	12/19/20	5:22:30 PM
99	PUTAH C NR WINTERS CA	Discharge	8	12/19/20	9:22:30 PM
761	REDWOOD C A ORICK CA	Discharge	8	12/19/20	2:22:30 AM
709	REDWOOD C A ORICK CA	Discharge	8	12/19/20	6:22:30 AM
668	REDWOOD C A ORICK CA	Discharge	8	12/19/20	10:22:30 AM
636	REDWOOD C A ORICK CA	Discharge	8	12/19/20	2:22:30 PM
607	REDWOOD C A ORICK CA	Discharge	8	12/19/20	6:22:30 PM
579	REDWOOD C A ORICK CA	Discharge	8	12/19/20	10:22:30 PM
264	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	8	12/19/20	2:07:30 AM
258	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	8	12/19/20	6:07:30 AM
255	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	8	12/19/20	10:07:30 AM
252	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	8	12/19/20	2:07:30 PM
248	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	8	12/19/20	6:07:30 PM
244	RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA	Discharge	8	12/19/20	10:07:30 PM
20	SAN LORENZO R A BIG TREES CA	Discharge	8	12/19/20	12:22:30 AM
19	SAN LORENZO R A BIG TREES CA	Discharge	8	12/19/20	4:22:30 AM
19	SAN LORENZO R A BIG TREES CA	Discharge	8	12/19/20	8:22:30 AM
18	SAN LORENZO R A BIG TREES CA	Discharge	8	12/19/20	12:22:30 PM
18	SAN LORENZO R A BIG TREES CA	Discharge	8	12/19/20	4:22:30 PM
18	SAN LORENZO R A BIG TREES CA	Discharge	8	12/19/20	8:22:30 PM
20	SAN LORENZO R A SANTA CRUZ CA	Discharge	8	12/19/20	12:52:30 AM
19	SAN LORENZO R A SANTA CRUZ CA	Discharge	8	12/19/20	4:52:30 AM
19	SAN LORENZO R A SANTA CRUZ CA	Discharge	8	12/19/20	8:52:30 AM
19	SAN LORENZO R A SANTA CRUZ CA	Discharge	8	12/19/20	12:52:30 PM
18	SAN LORENZO R A SANTA CRUZ CA	Discharge	8	12/19/20	4:52:30 PM
18	SAN LORENZO R A SANTA CRUZ CA	Discharge	8	12/19/20	8:52:30 PM
4,776	SMITH R NR CRESCENT CITY CA	Discharge	8	12/19/20	12:52:30 AM
4,496	SMITH R NR CRESCENT CITY CA	Discharge	8	12/19/20	4:52:30 AM
4,283	SMITH R NR CRESCENT CITY CA	Discharge	8	12/19/20	8:52:30 AM
4,076	SMITH R NR CRESCENT CITY CA	Discharge	8	12/19/20	12:52:30 PM
3,855	SMITH R NR CRESCENT CITY CA	Discharge	8	12/19/20	4:52:30 PM
3,683	SMITH R NR CRESCENT CITY CA	Discharge	8	12/19/20	8:52:30 PM
377	TRINITY R A JUNCTION CITY CA	Discharge	8	12/19/20	1:07:30 AM
376	TRINITY R A JUNCTION CITY CA	Discharge	8	12/19/20	5:07:30 AM
375	TRINITY R A JUNCTION CITY CA	Discharge	8	12/19/20	9:07:30 AM
374	TRINITY R A JUNCTION CITY CA	Discharge	8	12/19/20	1:07:30 PM
373	TRINITY R A JUNCTION CITY CA	Discharge	8	12/19/20	5:07:30 PM
371	TRINITY R A JUNCTION CITY CA	Discharge	8	12/19/20	9:07:30 PM
316	TRINITY R A LEWISTON CA	Discharge	8	12/19/20	1:52:30 AM
316	TRINITY R A LEWISTON CA	Discharge	8	12/19/20	5:52:30 AM
316	TRINITY R A LEWISTON CA	Discharge	8	12/19/20	9:52:30 AM
316	TRINITY R A LEWISTON CA	Discharge	8	12/19/20	1:52:30 PM
318	TRINITY R A LEWISTON CA	Discharge	8	12/19/20	5:52:30 PM
316	TRINITY R A LEWISTON CA	Discharge	8	12/19/20	9:52:30 PM
627	TRINITY R NR BURNT RANCH CA	Discharge	8	12/19/20	2:22:30 AM
612	TRINITY R NR BURNT RANCH CA	Discharge	8	12/19/20	6:22:30 AM
601	TRINITY R NR BURNT RANCH CA	Discharge	8	12/19/20	10:22:30 AM
591	TRINITY R NR BURNT RANCH CA	Discharge	8	12/19/20	2:22:30 PM
580	TRINITY R NR BURNT RANCH CA	Discharge	8	12/19/20	6:22:30 PM
572	TRINITY R NR BURNT RANCH CA	Discharge	8	12/19/20	10:22:30 PM
547	MATTOLE R NR PETROLIA CA	Discharge	8	12/19/20	10:28:07 AM
249	TRUCKEE R A FARAD CA	Discharge	8	12/19/20	2:37:30 AM
246	TRUCKEE R A FARAD CA	Discharge	8	12/19/20	6:37:30 AM
246	TRUCKEE R A FARAD CA	Discharge	8	12/19/20	10:37:30 AM
246	TRUCKEE R A FARAD CA	Discharge	8	12/19/20	2:37:30 PM
246	TRUCKEE R A FARAD CA	Discharge	8	12/19/20	6:37:30 PM
246	TRUCKEE R A FARAD CA	Discharge	8	12/19/20	10:37:30 PM
888	NAVARRO R NR NAVARRO CA	Discharge	8	12/19/20	10:37:30 AM
13,513	UMPQUA RIVER NEAR ELKTON, OR	Discharge	8	12/19/20	2:37:30 AM
12,556	UMPQUA RIVER NEAR ELKTON, OR	Discharge	8	12/19/20	6:37:30 AM
11,750	UMPQUA RIVER NEAR ELKTON, OR	Discharge	8	12/19/20	10:37:30 AM
11,031	UMPQUA RIVER NEAR ELKTON, OR	Discharge	8	12/19/20	2:37:30 PM
10,425	UMPQUA RIVER NEAR ELKTON, OR	Discharge	8	12/19/20	6:37:30 PM
9,951	UMPQUA RIVER NEAR ELKTON, OR	Discharge	8	12/19/20	10:37:30 PM
295	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	8	12/19/20	3:22:30 AM
275	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	8	12/19/20	7:22:30 AM
258	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	8	12/19/20	11:22:30 AM
243	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	8	12/19/20	3:22:30 PM
231	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	8	12/19/20	7:22:30 PM
220	VAN DUZEN R NR BRIDGEVILLE CA	Discharge	8	12/19/20	11:22:30 PM
32	E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE	Discharge	18	12/9/20	8:07:30 PM
16	E WALKER RV NR BRIDGEPORT, CA	Discharge	18	12/9/20	3:37:30 AM
16	E WALKER RV NR BRIDGEPORT, CA	Discharge	18	12/9/20	7:37:30 AM
16	E WALKER RV NR BRIDGEPORT, CA	Discharge	18	12/9/20	11:37:30 AM
16	E WALKER RV NR BRIDGEPORT, CA	Discharge	18	12/9/20	3:37:30 PM
16	E WALKER RV NR BRIDGEPORT, CA	Discharge	18	12/9/20	7:37:30 PM
16	E WALKER RV NR BRIDGEPORT, CA	Discharge	18	12/9/20	11:37:30 PM
177	EEL R A FORT SEWARD CA	Discharge	18	12/9/20	12:07:30 AM
177	EEL R A FORT SEWARD CA	Discharge	18	12/9/20	4:07:30 AM
176	EEL R A FORT SEWARD CA	Discharge	18	12/9/20	8:07:30 AM
176	EEL R A FORT SEWARD CA	Discharge	18	12/9/20	12:07:30 PM
175	EEL R A FORT SEWARD CA	Discharge	18	12/9/20	4:07:30 PM
175	EEL R A FORT SEWARD CA	Discharge	18	12/9/20	8:07:30 PM
257	EEL R A SCOTIA CA	Discharge	18	12/9/20	12:52:30 AM
257	EEL R A SCOTIA CA	Discharge	18	12/9/20	4:52:30 AM
258	EEL R A SCOTIA CA	Discharge	18	12/9/20	8:52:30 AM
257	EEL R A SCOTIA CA	Discharge	18	12/9/20	12:52:30 PM
257	EEL R A SCOTIA CA	Discharge	18	12/9/20	4:52:30 PM
257	EEL R A SCOTIA CA	Discharge	18	12/9/20	8:52:30 PM
122	HAT C NR HAT CREEK CA	Discharge	18	12/9/20	1:37:30 AM
121	HAT C NR HAT CREEK CA	Discharge	18	12/9/20	5:37:30 AM
120	HAT C NR HAT CREEK CA	Discharge	18	12/9/20	9:37:30 AM
121	HAT C NR HAT CREEK CA	Discharge	18	12/9/20	1:37:30 PM
120	HAT C NR HAT CREEK CA	Discharge	18	12/9/20	5:37:30 PM
123	HAT C NR HAT CREEK CA	Discharge	18	12/9/20	9:37:30 PM
86	LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA	Discharge	18	12/9/20	2:07:30 AM
86	LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA	Discharge	18	12/9/20	6:07:30 AM
