Value,Name,VariableDescription,Date
"2,693",EEL R A FORT SEWARD CA,Discharge,1/11/21
"2,614",EEL R A FORT SEWARD CA,Discharge,1/11/21
"2,529",EEL R A FORT SEWARD CA,Discharge,1/11/21
"2,446",EEL R A FORT SEWARD CA,Discharge,1/11/21
"2,369",EEL R A FORT SEWARD CA,Discharge,1/11/21
"2,288",EEL R A FORT SEWARD CA,Discharge,1/11/21
"4,546",EEL R A SCOTIA CA,Discharge,1/11/21
"4,324",EEL R A SCOTIA CA,Discharge,1/11/21
"4,154",EEL R A SCOTIA CA,Discharge,1/11/21
"4,015",EEL R A SCOTIA CA,Discharge,1/11/21
"3,861",EEL R A SCOTIA CA,Discharge,1/11/21
123,HAT C NR HAT CREEK CA,Discharge,1/11/21
122,HAT C NR HAT CREEK CA,Discharge,1/11/21
121,HAT C NR HAT CREEK CA,Discharge,1/11/21
123,HAT C NR HAT CREEK CA,Discharge,1/11/21
123,HAT C NR HAT CREEK CA,Discharge,1/11/21
123,HAT C NR HAT CREEK CA,Discharge,1/11/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/11/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/11/21
"1,283",MAD R NR ARCATA CA,Discharge,1/11/21
"1,223",MAD R NR ARCATA CA,Discharge,1/11/21
"1,151",MAD R NR ARCATA CA,Discharge,1/11/21
"1,086",MAD R NR ARCATA CA,Discharge,1/11/21
"1,032",MAD R NR ARCATA CA,Discharge,1/11/21
979,MAD R NR ARCATA CA,Discharge,1/11/21
333,MATTOLE R NR ETTERSBURG CA,Discharge,1/11/21
319,MATTOLE R NR ETTERSBURG CA,Discharge,1/11/21
307,MATTOLE R NR ETTERSBURG CA,Discharge,1/11/21
296,MATTOLE R NR ETTERSBURG CA,Discharge,1/11/21
286,MATTOLE R NR ETTERSBURG CA,Discharge,1/11/21
279,MATTOLE R NR ETTERSBURG CA,Discharge,1/11/21
"1,170",MATTOLE R NR PETROLIA CA,Discharge,1/11/21
"1,122",MATTOLE R NR PETROLIA CA,Discharge,1/11/21
"1,073",MATTOLE R NR PETROLIA CA,Discharge,1/11/21
"1,032",MATTOLE R NR PETROLIA CA,Discharge,1/11/21
999,MATTOLE R NR PETROLIA CA,Discharge,1/11/21
964,MATTOLE R NR PETROLIA CA,Discharge,1/11/21
156,N YUBA R BL GOODYEARS BAR CA,Discharge,1/11/21
155,N YUBA R BL GOODYEARS BAR CA,Discharge,1/11/21
154,N YUBA R BL GOODYEARS BAR CA,Discharge,1/11/21
153,N YUBA R BL GOODYEARS BAR CA,Discharge,1/11/21
152,N YUBA R BL GOODYEARS BAR CA,Discharge,1/11/21
151,N YUBA R BL GOODYEARS BAR CA,Discharge,1/11/21
91,NAVARRO R NR NAVARRO CA,Discharge,1/11/21
88,NAVARRO R NR NAVARRO CA,Discharge,1/11/21
86,NAVARRO R NR NAVARRO CA,Discharge,1/11/21
84,NAVARRO R NR NAVARRO CA,Discharge,1/11/21
82,NAVARRO R NR NAVARRO CA,Discharge,1/11/21
81,NAVARRO R NR NAVARRO CA,Discharge,1/11/21
"2,245","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/11/21
"2,186","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/11/21
"2,138","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/11/21
"2,124","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/11/21
"2,091","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/11/21
"2,271","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/11/21
112,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/11/21
111,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/11/21
110,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/11/21
106,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/11/21
106,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/11/21
106,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/11/21
"5,248","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/11/21
"5,076","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/11/21
"4,919","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/11/21
"4,756","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/11/21
"4,629","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/11/21
"4,503","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/11/21
76,NOYO R NR FORT BRAGG CA,Discharge,1/11/21
71,NOYO R NR FORT BRAGG CA,Discharge,1/11/21
67,NOYO R NR FORT BRAGG CA,Discharge,1/11/21
64,NOYO R NR FORT BRAGG CA,Discharge,1/11/21
61,NOYO R NR FORT BRAGG CA,Discharge,1/11/21
58,NOYO R NR FORT BRAGG CA,Discharge,1/11/21
"1,181",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/11/21
"1,324",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/11/21
"1,331",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/11/21
"1,276",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/11/21
"1,276",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/11/21
"1,276",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/11/21
107,PUTAH C NR WINTERS CA,Discharge,1/11/21
103,PUTAH C NR WINTERS CA,Discharge,1/11/21
78,PUTAH C NR WINTERS CA,Discharge,1/11/21
76,PUTAH C NR WINTERS CA,Discharge,1/11/21
75,PUTAH C NR WINTERS CA,Discharge,1/11/21
74,PUTAH C NR WINTERS CA,Discharge,1/11/21
"1,326",REDWOOD C A ORICK CA,Discharge,1/11/21
"1,281",REDWOOD C A ORICK CA,Discharge,1/11/21
"1,233",REDWOOD C A ORICK CA,Discharge,1/11/21
"1,191",REDWOOD C A ORICK CA,Discharge,1/11/21
"1,159",REDWOOD C A ORICK CA,Discharge,1/11/21
"1,126",REDWOOD C A ORICK CA,Discharge,1/11/21
403,EEL R A FORT SEWARD CA,Discharge,1/11/21
421,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/11/21
412,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/11/21
403,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/11/21
396,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/11/21
389,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/11/21
383,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/11/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/11/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/11/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/11/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/11/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/11/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/11/21
20,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/11/21
20,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/11/21
19,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/11/21
19,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/11/21
19,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/11/21
19,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/11/21
"6,185",SMITH R NR CRESCENT CITY CA,Discharge,1/11/21
"5,990",SMITH R NR CRESCENT CITY CA,Discharge,1/11/21
"5,778",SMITH R NR CRESCENT CITY CA,Discharge,1/11/21
"5,599",SMITH R NR CRESCENT CITY CA,Discharge,1/11/21
"5,411",SMITH R NR CRESCENT CITY CA,Discharge,1/11/21
"5,278",SMITH R NR CRESCENT CITY CA,Discharge,1/11/21
402,TRINITY R A JUNCTION CITY CA,Discharge,1/11/21
402,TRINITY R A JUNCTION CITY CA,Discharge,1/11/21
400,TRINITY R A JUNCTION CITY CA,Discharge,1/11/21
398,TRINITY R A JUNCTION CITY CA,Discharge,1/11/21
398,TRINITY R A JUNCTION CITY CA,Discharge,1/11/21
397,TRINITY R A JUNCTION CITY CA,Discharge,1/11/21
311,TRINITY R A LEWISTON CA,Discharge,1/11/21
311,TRINITY R A LEWISTON CA,Discharge,1/11/21
314,TRINITY R A LEWISTON CA,Discharge,1/11/21
316,TRINITY R A LEWISTON CA,Discharge,1/11/21
316,TRINITY R A LEWISTON CA,Discharge,1/11/21
316,TRINITY R A LEWISTON CA,Discharge,1/11/21
812,TRINITY R NR BURNT RANCH CA,Discharge,1/11/21
800,TRINITY R NR BURNT RANCH CA,Discharge,1/11/21
790,TRINITY R NR BURNT RANCH CA,Discharge,1/11/21
781,TRINITY R NR BURNT RANCH CA,Discharge,1/11/21
772,TRINITY R NR BURNT RANCH CA,Discharge,1/11/21
764,TRINITY R NR BURNT RANCH CA,Discharge,1/11/21
322,TRUCKEE R A FARAD CA,Discharge,1/11/21
322,TRUCKEE R A FARAD CA,Discharge,1/11/21
321,TRUCKEE R A FARAD CA,Discharge,1/11/21
320,TRUCKEE R A FARAD CA,Discharge,1/11/21
321,TRUCKEE R A FARAD CA,Discharge,1/11/21
320,TRUCKEE R A FARAD CA,Discharge,1/11/21
"13,169","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/11/21
"12,713","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/11/21
"12,306","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/11/21
"11,938","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/11/21
"11,556","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/11/21
"11,188","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/11/21
672,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/11/21
638,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/11/21
606,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/11/21
579,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/11/21
555,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/11/21
532,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/11/21
"1,016",EEL R A FORT SEWARD CA,Discharge,1/24/21
"1,004",EEL R A FORT SEWARD CA,Discharge,1/24/21
988,EEL R A FORT SEWARD CA,Discharge,1/24/21
973,EEL R A FORT SEWARD CA,Discharge,1/24/21
967,EEL R A FORT SEWARD CA,Discharge,1/24/21
953,EEL R A FORT SEWARD CA,Discharge,1/24/21
"1,796",EEL R A SCOTIA CA,Discharge,1/24/21
"1,768",EEL R A SCOTIA CA,Discharge,1/24/21
"1,752",EEL R A SCOTIA CA,Discharge,1/24/21
"1,758",EEL R A SCOTIA CA,Discharge,1/24/21
"1,769",EEL R A SCOTIA CA,Discharge,1/24/21
"1,791",EEL R A SCOTIA CA,Discharge,1/24/21
118,HAT C NR HAT CREEK CA,Discharge,1/24/21
118,HAT C NR HAT CREEK CA,Discharge,1/24/21
118,HAT C NR HAT CREEK CA,Discharge,1/24/21
118,HAT C NR HAT CREEK CA,Discharge,1/24/21
119,HAT C NR HAT CREEK CA,Discharge,1/24/21
119,HAT C NR HAT CREEK CA,Discharge,1/24/21
105,HAT C NR HAT CREEK CA,Discharge,1/24/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/24/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/24/21
334,MAD R NR ARCATA CA,Discharge,1/24/21
326,MAD R NR ARCATA CA,Discharge,1/24/21
324,MAD R NR ARCATA CA,Discharge,1/24/21
326,MAD R NR ARCATA CA,Discharge,1/24/21
327,MAD R NR ARCATA CA,Discharge,1/24/21
332,MAD R NR ARCATA CA,Discharge,1/24/21
170,MATTOLE R NR ETTERSBURG CA,Discharge,1/24/21
168,MATTOLE R NR ETTERSBURG CA,Discharge,1/24/21
167,MATTOLE R NR ETTERSBURG CA,Discharge,1/24/21
168,MATTOLE R NR ETTERSBURG CA,Discharge,1/24/21
174,MATTOLE R NR ETTERSBURG CA,Discharge,1/24/21
179,MATTOLE R NR ETTERSBURG CA,Discharge,1/24/21
704,MATTOLE R NR PETROLIA CA,Discharge,1/24/21
685,MATTOLE R NR PETROLIA CA,Discharge,1/24/21
676,MATTOLE R NR PETROLIA CA,Discharge,1/24/21
687,MATTOLE R NR PETROLIA CA,Discharge,1/24/21
696,MATTOLE R NR PETROLIA CA,Discharge,1/24/21
720,MATTOLE R NR PETROLIA CA,Discharge,1/24/21
143,N YUBA R BL GOODYEARS BAR CA,Discharge,1/24/21
142,N YUBA R BL GOODYEARS BAR CA,Discharge,1/24/21
142,N YUBA R BL GOODYEARS BAR CA,Discharge,1/24/21
142,N YUBA R BL GOODYEARS BAR CA,Discharge,1/24/21
145,N YUBA R BL GOODYEARS BAR CA,Discharge,1/24/21
151,N YUBA R BL GOODYEARS BAR CA,Discharge,1/24/21
135,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/24/21
50,NAVARRO R NR NAVARRO CA,Discharge,1/24/21
49,NAVARRO R NR NAVARRO CA,Discharge,1/24/21
49,NAVARRO R NR NAVARRO CA,Discharge,1/24/21
49,NAVARRO R NR NAVARRO CA,Discharge,1/24/21
49,NAVARRO R NR NAVARRO CA,Discharge,1/24/21
49,NAVARRO R NR NAVARRO CA,Discharge,1/24/21
"1,090","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/24/21
"1,062","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/24/21
"1,063","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/24/21
"1,119","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/24/21
"1,145","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/24/21
"1,129","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/24/21
95,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/24/21
92,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/24/21
91,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/24/21
88,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/24/21
88,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/24/21
95,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/24/21
"2,408","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/24/21
"2,371","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/24/21
"2,346","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/24/21
"2,339","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/24/21
"2,335","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/24/21
"2,339","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/24/21
28,NOYO R NR FORT BRAGG CA,Discharge,1/24/21
27,NOYO R NR FORT BRAGG CA,Discharge,1/24/21
26,NOYO R NR FORT BRAGG CA,Discharge,1/24/21
26,NOYO R NR FORT BRAGG CA,Discharge,1/24/21
27,NOYO R NR FORT BRAGG CA,Discharge,1/24/21
27,NOYO R NR FORT BRAGG CA,Discharge,1/24/21
"1,349",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/24/21
"1,101",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/24/21
"1,068",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/24/21
"1,086",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/24/21
"1,119",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/24/21
"1,124",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/24/21
125,PUTAH C NR WINTERS CA,Discharge,1/24/21
125,PUTAH C NR WINTERS CA,Discharge,1/24/21
118,PUTAH C NR WINTERS CA,Discharge,1/24/21
105,PUTAH C NR WINTERS CA,Discharge,1/24/21
105,PUTAH C NR WINTERS CA,Discharge,1/24/21
104,PUTAH C NR WINTERS CA,Discharge,1/24/21
714,REDWOOD C A ORICK CA,Discharge,1/24/21
708,REDWOOD C A ORICK CA,Discharge,1/24/21
705,REDWOOD C A ORICK CA,Discharge,1/24/21
714,REDWOOD C A ORICK CA,Discharge,1/24/21
736,REDWOOD C A ORICK CA,Discharge,1/24/21
759,REDWOOD C A ORICK CA,Discharge,1/24/21
259,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/24/21
258,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/24/21
255,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/24/21
252,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/24/21
253,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/24/21
255,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/24/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/24/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/24/21
17,SAN LORENZO R A BIG TREES CA,Discharge,1/24/21
17,SAN LORENZO R A BIG TREES CA,Discharge,1/24/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/24/21
19,SAN LORENZO R A BIG TREES CA,Discharge,1/24/21
19,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/24/21
20,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/24/21
20,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/24/21
20,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/24/21
20,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/24/21
20,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/24/21
"2,259",SMITH R NR CRESCENT CITY CA,Discharge,1/24/21
"2,228",SMITH R NR CRESCENT CITY CA,Discharge,1/24/21
"2,208",SMITH R NR CRESCENT CITY CA,Discharge,1/24/21
"2,221",SMITH R NR CRESCENT CITY CA,Discharge,1/24/21
"2,233",SMITH R NR CRESCENT CITY CA,Discharge,1/24/21
"2,252",SMITH R NR CRESCENT CITY CA,Discharge,1/24/21
381,TRINITY R A JUNCTION CITY CA,Discharge,1/24/21
380,TRINITY R A JUNCTION CITY CA,Discharge,1/24/21
379,TRINITY R A JUNCTION CITY CA,Discharge,1/24/21
381,TRINITY R A JUNCTION CITY CA,Discharge,1/24/21
384,TRINITY R A JUNCTION CITY CA,Discharge,1/24/21
385,TRINITY R A JUNCTION CITY CA,Discharge,1/24/21
316,TRINITY R A LEWISTON CA,Discharge,1/24/21
316,TRINITY R A LEWISTON CA,Discharge,1/24/21
315,TRINITY R A LEWISTON CA,Discharge,1/24/21
316,TRINITY R A LEWISTON CA,Discharge,1/24/21
313,TRINITY R A LEWISTON CA,Discharge,1/24/21
314,TRINITY R A LEWISTON CA,Discharge,1/24/21
685,TRINITY R NR BURNT RANCH CA,Discharge,1/24/21
680,TRINITY R NR BURNT RANCH CA,Discharge,1/24/21
676,TRINITY R NR BURNT RANCH CA,Discharge,1/24/21
675,TRINITY R NR BURNT RANCH CA,Discharge,1/24/21
674,TRINITY R NR BURNT RANCH CA,Discharge,1/24/21
673,TRINITY R NR BURNT RANCH CA,Discharge,1/24/21
308,TRUCKEE R A FARAD CA,Discharge,1/24/21
305,TRUCKEE R A FARAD CA,Discharge,1/24/21
302,TRUCKEE R A FARAD CA,Discharge,1/24/21
306,TRUCKEE R A FARAD CA,Discharge,1/24/21
311,TRUCKEE R A FARAD CA,Discharge,1/24/21
310,TRUCKEE R A FARAD CA,Discharge,1/24/21
"4,600","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/24/21
"4,533","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/24/21
"4,480","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/24/21
"4,447","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/24/21
"4,396","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/24/21
"4,351","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/24/21
197,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/24/21
194,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/24/21
193,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/24/21
197,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/24/21
206,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/24/21
221,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/24/21
21,"E WALKER RV NR BRIDGEPORT, CA",Discharge,1/23/21
"1,080",EEL R A FORT SEWARD CA,Discharge,1/23/21
"1,066",EEL R A FORT SEWARD CA,Discharge,1/23/21
"1,057",EEL R A FORT SEWARD CA,Discharge,1/23/21
"1,048",EEL R A FORT SEWARD CA,Discharge,1/23/21
"1,034",EEL R A FORT SEWARD CA,Discharge,1/23/21
"1,027",EEL R A FORT SEWARD CA,Discharge,1/23/21
"1,956",EEL R A SCOTIA CA,Discharge,1/23/21
"1,929",EEL R A SCOTIA CA,Discharge,1/23/21
"1,897",EEL R A SCOTIA CA,Discharge,1/23/21
"1,856",EEL R A SCOTIA CA,Discharge,1/23/21
"1,841",EEL R A SCOTIA CA,Discharge,1/23/21
"1,822",EEL R A SCOTIA CA,Discharge,1/23/21
121,HAT C NR HAT CREEK CA,Discharge,1/23/21
121,HAT C NR HAT CREEK CA,Discharge,1/23/21
121,HAT C NR HAT CREEK CA,Discharge,1/23/21
122,HAT C NR HAT CREEK CA,Discharge,1/23/21
122,HAT C NR HAT CREEK CA,Discharge,1/23/21
120,HAT C NR HAT CREEK CA,Discharge,1/23/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/23/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/23/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/23/21
370,MAD R NR ARCATA CA,Discharge,1/23/21
365,MAD R NR ARCATA CA,Discharge,1/23/21
359,MAD R NR ARCATA CA,Discharge,1/23/21
351,MAD R NR ARCATA CA,Discharge,1/23/21
347,MAD R NR ARCATA CA,Discharge,1/23/21
341,MAD R NR ARCATA CA,Discharge,1/23/21
193,MATTOLE R NR ETTERSBURG CA,Discharge,1/23/21
188,MATTOLE R NR ETTERSBURG CA,Discharge,1/23/21
182,MATTOLE R NR ETTERSBURG CA,Discharge,1/23/21
181,MATTOLE R NR ETTERSBURG CA,Discharge,1/23/21
177,MATTOLE R NR ETTERSBURG CA,Discharge,1/23/21
172,MATTOLE R NR ETTERSBURG CA,Discharge,1/23/21
860,MATTOLE R NR PETROLIA CA,Discharge,1/23/21
832,MATTOLE R NR PETROLIA CA,Discharge,1/23/21
803,MATTOLE R NR PETROLIA CA,Discharge,1/23/21
766,MATTOLE R NR PETROLIA CA,Discharge,1/23/21
744,MATTOLE R NR PETROLIA CA,Discharge,1/23/21
719,MATTOLE R NR PETROLIA CA,Discharge,1/23/21
150,N YUBA R BL GOODYEARS BAR CA,Discharge,1/23/21
148,N YUBA R BL GOODYEARS BAR CA,Discharge,1/23/21
146,N YUBA R BL GOODYEARS BAR CA,Discharge,1/23/21
145,N YUBA R BL GOODYEARS BAR CA,Discharge,1/23/21
144,N YUBA R BL GOODYEARS BAR CA,Discharge,1/23/21
143,N YUBA R BL GOODYEARS BAR CA,Discharge,1/23/21
50,NAVARRO R NR NAVARRO CA,Discharge,1/23/21
50,NAVARRO R NR NAVARRO CA,Discharge,1/23/21
50,NAVARRO R NR NAVARRO CA,Discharge,1/23/21
50,NAVARRO R NR NAVARRO CA,Discharge,1/23/21
50,NAVARRO R NR NAVARRO CA,Discharge,1/23/21
50,NAVARRO R NR NAVARRO CA,Discharge,1/23/21
"1,159","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/23/21
"1,148","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/23/21
"1,136","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/23/21
"1,122","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/23/21
"1,107","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/23/21
"1,092","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/23/21
106,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/23/21
106,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/23/21
104,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/23/21
100,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/23/21
100,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/23/21
98,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/23/21
"2,599","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/23/21
"2,563","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/23/21
"2,542","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/23/21
"2,528","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/23/21
"2,494","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/23/21
"2,449","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/23/21
33,NOYO R NR FORT BRAGG CA,Discharge,1/23/21
33,NOYO R NR FORT BRAGG CA,Discharge,1/23/21
33,NOYO R NR FORT BRAGG CA,Discharge,1/23/21
31,NOYO R NR FORT BRAGG CA,Discharge,1/23/21
30,NOYO R NR FORT BRAGG CA,Discharge,1/23/21
29,NOYO R NR FORT BRAGG CA,Discharge,1/23/21
"1,362",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/23/21
"1,359",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/23/21
"1,124",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/23/21
916,PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/23/21
"1,288",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/23/21
"1,348",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/23/21
71,PUTAH C NR WINTERS CA,Discharge,1/23/21
71,PUTAH C NR WINTERS CA,Discharge,1/23/21
107,PUTAH C NR WINTERS CA,Discharge,1/23/21
125,PUTAH C NR WINTERS CA,Discharge,1/23/21
127,PUTAH C NR WINTERS CA,Discharge,1/23/21
126,PUTAH C NR WINTERS CA,Discharge,1/23/21
772,REDWOOD C A ORICK CA,Discharge,1/23/21
761,REDWOOD C A ORICK CA,Discharge,1/23/21
750,REDWOOD C A ORICK CA,Discharge,1/23/21
741,REDWOOD C A ORICK CA,Discharge,1/23/21
731,REDWOOD C A ORICK CA,Discharge,1/23/21
723,REDWOOD C A ORICK CA,Discharge,1/23/21
261,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/23/21
257,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/23/21
254,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/23/21
254,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/23/21
254,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/23/21
257,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/23/21
18,SAN LORENZO R A BIG TREES CA,Discharge,1/23/21
