,Station,name,startTime,endTime,temperature,windDirection,WindMph,LightRain,Rain,HeavyRain,StationName,Date_Name
0,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,26,S,5,0,0,0,East Fork Carson,2022-03-14_East Fork Carson
1,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,59,S,10,0,0,0,East Fork Carson,2022-03-14_East Fork Carson
2,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,35,S,15,1,0,0,East Fork Carson,2022-03-15_East Fork Carson
3,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,54,SW,15,1,0,0,East Fork Carson,2022-03-15_East Fork Carson
4,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,25,SW,10,0,0,0,East Fork Carson,2022-03-16_East Fork Carson
5,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,54,NW,5,0,0,0,East Fork Carson,2022-03-16_East Fork Carson
6,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,26,E,5,0,0,0,East Fork Carson,2022-03-17_East Fork Carson
7,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,55,S,10,0,0,0,East Fork Carson,2022-03-17_East Fork Carson
8,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,26,SW,10,0,0,0,East Fork Carson,2022-03-18_East Fork Carson
9,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,61,SW,10,0,0,0,East Fork Carson,2022-03-18_East Fork Carson
10,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,31,SW,10,1,0,0,East Fork Carson,2022-03-19_East Fork Carson
11,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,55,SW,15,0,0,0,East Fork Carson,2022-03-19_East Fork Carson
12,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,25,SW,15,0,0,0,East Fork Carson,2022-03-20_East Fork Carson
13,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,49,NW,10,0,0,0,East Fork Carson,2022-03-20_East Fork Carson
14,"E WALKER RV NR BRIDGEPORT, CA",Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,22,W,5,0,0,0,East Walker,2022-03-14_East Walker
15,"E WALKER RV NR BRIDGEPORT, CA",Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,56,SW,10,0,0,0,East Walker,2022-03-14_East Walker
16,"E WALKER RV NR BRIDGEPORT, CA",Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,30,SW,15,0,0,0,East Walker,2022-03-15_East Walker
17,"E WALKER RV NR BRIDGEPORT, CA",Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,51,SW,15,1,0,0,East Walker,2022-03-15_East Walker
18,"E WALKER RV NR BRIDGEPORT, CA",Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,21,W,10,0,0,0,East Walker,2022-03-16_East Walker
19,"E WALKER RV NR BRIDGEPORT, CA",Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,49,NW,10,0,0,0,East Walker,2022-03-16_East Walker
20,"E WALKER RV NR BRIDGEPORT, CA",Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,21,W,10,0,0,0,East Walker,2022-03-17_East Walker
21,"E WALKER RV NR BRIDGEPORT, CA",Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,52,SW,10,0,0,0,East Walker,2022-03-17_East Walker
22,"E WALKER RV NR BRIDGEPORT, CA",Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,22,W,10,0,0,0,East Walker,2022-03-18_East Walker
23,"E WALKER RV NR BRIDGEPORT, CA",Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,57,SW,10,0,0,0,East Walker,2022-03-18_East Walker
24,"E WALKER RV NR BRIDGEPORT, CA",Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,26,SW,10,0,0,0,East Walker,2022-03-19_East Walker
25,"E WALKER RV NR BRIDGEPORT, CA",Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,54,SW,15,0,0,0,East Walker,2022-03-19_East Walker
26,"E WALKER RV NR BRIDGEPORT, CA",Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,21,W,15,0,0,0,East Walker,2022-03-20_East Walker
27,"E WALKER RV NR BRIDGEPORT, CA",Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,45,NW,15,0,0,0,East Walker,2022-03-20_East Walker
28,EEL R A FERNBRIDGE CA,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,44,SE,13,0,0,0,,
29,EEL R A FERNBRIDGE CA,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,63,SE,20,1,0,0,,
30,EEL R A FERNBRIDGE CA,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,47,S,18,1,0,0,,
31,EEL R A FERNBRIDGE CA,Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,56,WNW,7,0,1,0,,
32,EEL R A FERNBRIDGE CA,Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,40,N,6,0,0,0,,
33,EEL R A FERNBRIDGE CA,Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,55,N,7,0,0,0,,
34,EEL R A FERNBRIDGE CA,Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,41,NNE,7,1,1,0,,
35,EEL R A FERNBRIDGE CA,Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,57,N,6,1,1,0,,
36,EEL R A FERNBRIDGE CA,Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,41,E,6,0,0,0,,
37,EEL R A FERNBRIDGE CA,Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,60,SSE,5,1,0,0,,
38,EEL R A FERNBRIDGE CA,Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,46,S,5,0,0,0,,
39,EEL R A FERNBRIDGE CA,Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,53,W,8,0,1,0,,
40,EEL R A FERNBRIDGE CA,Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,39,NNW,8,0,1,0,,
41,EEL R A FERNBRIDGE CA,Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,52,N,12,0,1,0,,
42,EEL R A FORT SEWARD CA,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,40,SE,5,0,0,0,Eel River Fort Seward,2022-03-14_Eel River Fort Seward
43,EEL R A FORT SEWARD CA,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,59,SE,12,1,0,0,Eel River Fort Seward,2022-03-14_Eel River Fort Seward
44,EEL R A FORT SEWARD CA,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,46,S,12,0,0,0,Eel River Fort Seward,2022-03-15_Eel River Fort Seward
45,EEL R A FORT SEWARD CA,Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,56,W,6,0,1,0,Eel River Fort Seward,2022-03-15_Eel River Fort Seward
46,EEL R A FORT SEWARD CA,Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,34,N,6,0,0,0,Eel River Fort Seward,2022-03-16_Eel River Fort Seward
47,EEL R A FORT SEWARD CA,Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,61,N,5,0,0,0,Eel River Fort Seward,2022-03-16_Eel River Fort Seward
48,EEL R A FORT SEWARD CA,Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,40,NNE,5,0,0,0,Eel River Fort Seward,2022-03-17_Eel River Fort Seward
49,EEL R A FORT SEWARD CA,Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,62,NW,5,0,0,0,Eel River Fort Seward,2022-03-17_Eel River Fort Seward
50,EEL R A FORT SEWARD CA,Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,39,NE,5,0,0,0,Eel River Fort Seward,2022-03-18_Eel River Fort Seward
51,EEL R A FORT SEWARD CA,Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,64,S,5,1,0,0,Eel River Fort Seward,2022-03-18_Eel River Fort Seward
52,EEL R A FORT SEWARD CA,Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,43,S,5,1,0,0,Eel River Fort Seward,2022-03-19_Eel River Fort Seward
53,EEL R A FORT SEWARD CA,Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,52,SW,6,1,1,0,Eel River Fort Seward,2022-03-19_Eel River Fort Seward
54,EEL R A FORT SEWARD CA,Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,34,NNW,6,0,1,0,Eel River Fort Seward,2022-03-20_Eel River Fort Seward
55,EEL R A FORT SEWARD CA,Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,54,NNW,7,0,1,0,Eel River Fort Seward,2022-03-20_Eel River Fort Seward
56,EEL R A SCOTIA CA,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,43,SE,8,0,0,0,Eel River Scotia,2022-03-14_Eel River Scotia
57,EEL R A SCOTIA CA,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,58,SE,16,1,0,0,Eel River Scotia,2022-03-14_Eel River Scotia
58,EEL R A SCOTIA CA,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,47,S,17,1,0,0,Eel River Scotia,2022-03-15_Eel River Scotia
59,EEL R A SCOTIA CA,Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,54,WNW,7,0,1,0,Eel River Scotia,2022-03-15_Eel River Scotia
60,EEL R A SCOTIA CA,Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,39,N,7,0,0,0,Eel River Scotia,2022-03-16_Eel River Scotia
61,EEL R A SCOTIA CA,Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,55,N,7,0,0,0,Eel River Scotia,2022-03-16_Eel River Scotia
62,EEL R A SCOTIA CA,Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,41,NNE,7,1,1,0,Eel River Scotia,2022-03-17_Eel River Scotia
63,EEL R A SCOTIA CA,Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,57,N,7,1,1,0,Eel River Scotia,2022-03-17_Eel River Scotia
64,EEL R A SCOTIA CA,Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,41,E,7,0,0,0,Eel River Scotia,2022-03-18_Eel River Scotia
65,EEL R A SCOTIA CA,Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,60,S,5,1,0,0,Eel River Scotia,2022-03-18_Eel River Scotia
66,EEL R A SCOTIA CA,Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,46,S,6,1,0,0,Eel River Scotia,2022-03-19_Eel River Scotia
67,EEL R A SCOTIA CA,Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,51,WSW,8,1,1,0,Eel River Scotia,2022-03-19_Eel River Scotia
68,EEL R A SCOTIA CA,Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,39,NNW,8,0,1,0,Eel River Scotia,2022-03-20_Eel River Scotia
69,EEL R A SCOTIA CA,Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,51,NNW,10,0,1,0,Eel River Scotia,2022-03-20_Eel River Scotia
70,HAT C NR HAT CREEK CA,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,29,S,5,0,0,0,Hat Creek,2022-03-14_Hat Creek
71,HAT C NR HAT CREEK CA,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,56,S,10,1,0,0,Hat Creek,2022-03-14_Hat Creek
72,HAT C NR HAT CREEK CA,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,36,S,12,1,0,0,Hat Creek,2022-03-15_Hat Creek
73,HAT C NR HAT CREEK CA,Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,50,SW,9,1,0,0,Hat Creek,2022-03-15_Hat Creek
74,HAT C NR HAT CREEK CA,Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,29,S,8,0,0,0,Hat Creek,2022-03-16_Hat Creek
75,HAT C NR HAT CREEK CA,Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,54,NE,6,0,0,0,Hat Creek,2022-03-16_Hat Creek
76,HAT C NR HAT CREEK CA,Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,31,E,5,0,0,0,Hat Creek,2022-03-17_Hat Creek
77,HAT C NR HAT CREEK CA,Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,57,SSE,7,0,0,0,Hat Creek,2022-03-17_Hat Creek
78,HAT C NR HAT CREEK CA,Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,31,SSW,7,0,0,0,Hat Creek,2022-03-18_Hat Creek
79,HAT C NR HAT CREEK CA,Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,60,SW,8,0,0,0,Hat Creek,2022-03-18_Hat Creek
80,HAT C NR HAT CREEK CA,Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,35,SSW,8,1,0,0,Hat Creek,2022-03-19_Hat Creek
81,HAT C NR HAT CREEK CA,Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,50,SSW,12,0,0,0,Hat Creek,2022-03-19_Hat Creek
82,HAT C NR HAT CREEK CA,Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,26,WNW,12,0,0,0,Hat Creek,2022-03-20_Hat Creek
83,HAT C NR HAT CREEK CA,Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,47,N,9,0,0,0,Hat Creek,2022-03-20_Hat Creek
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,20,S,5,0,0,0,Little Truckee River,2022-03-14_Little Truckee River
85,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,56,S,10,0,0,0,Little Truckee River,2022-03-14_Little Truckee River
86,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,30,SW,10,0,0,0,Little Truckee River,2022-03-15_Little Truckee River
87,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,49,SW,10,0,0,0,Little Truckee River,2022-03-15_Little Truckee River
88,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,21,W,10,0,0,0,Little Truckee River,2022-03-16_Little Truckee River
89,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,51,N,5,0,0,0,Little Truckee River,2022-03-16_Little Truckee River
90,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,22,E,5,0,0,0,Little Truckee River,2022-03-17_Little Truckee River
91,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,53,S,5,0,0,0,Little Truckee River,2022-03-17_Little Truckee River
92,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,22,SW,5,0,0,0,Little Truckee River,2022-03-18_Little Truckee River
93,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,58,SW,10,0,0,0,Little Truckee River,2022-03-18_Little Truckee River
94,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,27,SW,10,0,0,0,Little Truckee River,2022-03-19_Little Truckee River
95,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,52,SW,15,0,0,0,Little Truckee River,2022-03-19_Little Truckee River
96,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,21,W,15,0,0,0,Little Truckee River,2022-03-20_Little Truckee River
97,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,45,NW,10,0,0,0,Little Truckee River,2022-03-20_Little Truckee River
98,MAD R NR ARCATA CA,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,42,ESE,5,0,0,0,Mad River,2022-03-14_Mad River
99,MAD R NR ARCATA CA,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,66,SSE,8,1,0,0,Mad River,2022-03-14_Mad River
100,MAD R NR ARCATA CA,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,46,S,13,0,0,0,Mad River,2022-03-15_Mad River
101,MAD R NR ARCATA CA,Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,56,W,6,0,1,0,Mad River,2022-03-15_Mad River
102,MAD R NR ARCATA CA,Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,37,NNE,3,0,0,0,Mad River,2022-03-16_Mad River
103,MAD R NR ARCATA CA,Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,58,N,6,0,0,0,Mad River,2022-03-16_Mad River
104,MAD R NR ARCATA CA,Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,38,NE,6,1,1,0,Mad River,2022-03-17_Mad River
105,MAD R NR ARCATA CA,Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,59,NW,3,1,1,0,Mad River,2022-03-17_Mad River
106,MAD R NR ARCATA CA,Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,38,ESE,3,0,0,0,Mad River,2022-03-18_Mad River
107,MAD R NR ARCATA CA,Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,61,S,5,1,0,0,Mad River,2022-03-18_Mad River
108,MAD R NR ARCATA CA,Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,43,S,5,0,0,0,Mad River,2022-03-19_Mad River
109,MAD R NR ARCATA CA,Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,55,W,8,0,1,0,Mad River,2022-03-19_Mad River
110,MAD R NR ARCATA CA,Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,36,NNW,8,0,1,0,Mad River,2022-03-20_Mad River
111,MAD R NR ARCATA CA,Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,55,NNW,8,0,1,0,Mad River,2022-03-20_Mad River
112,MATTOLE R NR ETTERSBURG CA,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,39,SE,3,0,0,0,Mattole River Ettersburg,2022-03-14_Mattole River Ettersburg
113,MATTOLE R NR ETTERSBURG CA,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,57,SE,10,0,0,0,Mattole River Ettersburg,2022-03-14_Mattole River Ettersburg
114,MATTOLE R NR ETTERSBURG CA,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,44,S,10,0,0,0,Mattole River Ettersburg,2022-03-15_Mattole River Ettersburg
115,MATTOLE R NR ETTERSBURG CA,Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,57,WNW,6,0,1,0,Mattole River Ettersburg,2022-03-15_Mattole River Ettersburg
116,MATTOLE R NR ETTERSBURG CA,Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,35,N,6,0,0,0,Mattole River Ettersburg,2022-03-16_Mattole River Ettersburg
117,MATTOLE R NR ETTERSBURG CA,Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,59,NNW,6,0,0,0,Mattole River Ettersburg,2022-03-16_Mattole River Ettersburg
118,MATTOLE R NR ETTERSBURG CA,Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,38,N,6,1,1,0,Mattole River Ettersburg,2022-03-17_Mattole River Ettersburg
119,MATTOLE R NR ETTERSBURG CA,Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,61,N,5,1,1,0,Mattole River Ettersburg,2022-03-17_Mattole River Ettersburg
120,MATTOLE R NR ETTERSBURG CA,Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,37,NNE,5,0,0,0,Mattole River Ettersburg,2022-03-18_Mattole River Ettersburg
121,MATTOLE R NR ETTERSBURG CA,Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,62,S,3,1,0,0,Mattole River Ettersburg,2022-03-18_Mattole River Ettersburg
122,MATTOLE R NR ETTERSBURG CA,Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,42,S,3,0,0,0,Mattole River Ettersburg,2022-03-19_Mattole River Ettersburg
123,MATTOLE R NR ETTERSBURG CA,Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,53,W,6,0,1,0,Mattole River Ettersburg,2022-03-19_Mattole River Ettersburg
124,MATTOLE R NR ETTERSBURG CA,Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,35,NNW,6,0,1,0,Mattole River Ettersburg,2022-03-20_Mattole River Ettersburg
125,MATTOLE R NR ETTERSBURG CA,Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,55,NNW,8,0,1,0,Mattole River Ettersburg,2022-03-20_Mattole River Ettersburg
126,MATTOLE R NR PETROLIA CA,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,44,ESE,10,0,0,0,Mattole River Petrolia,2022-03-14_Mattole River Petrolia
127,MATTOLE R NR PETROLIA CA,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,63,SE,14,0,0,0,Mattole River Petrolia,2022-03-14_Mattole River Petrolia
128,MATTOLE R NR PETROLIA CA,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,47,S,16,0,0,0,Mattole River Petrolia,2022-03-15_Mattole River Petrolia
129,MATTOLE R NR PETROLIA CA,Tuesday,2022-03-15 13:00:00+00:00,2022-03-16 01:00:00+00:00,58,WNW,7,0,1,0,Mattole River Petrolia,2022-03-15_Mattole River Petrolia
130,MATTOLE R NR PETROLIA CA,Tuesday Night,2022-03-16 01:00:00+00:00,2022-03-16 13:00:00+00:00,41,N,7,0,0,0,Mattole River Petrolia,2022-03-16_Mattole River Petrolia
131,MATTOLE R NR PETROLIA CA,Wednesday,2022-03-16 13:00:00+00:00,2022-03-17 01:00:00+00:00,58,N,10,0,0,0,Mattole River Petrolia,2022-03-16_Mattole River Petrolia
132,MATTOLE R NR PETROLIA CA,Wednesday Night,2022-03-17 01:00:00+00:00,2022-03-17 13:00:00+00:00,42,N,10,1,1,0,Mattole River Petrolia,2022-03-17_Mattole River Petrolia
133,MATTOLE R NR PETROLIA CA,Thursday,2022-03-17 13:00:00+00:00,2022-03-18 01:00:00+00:00,60,N,9,1,1,0,Mattole River Petrolia,2022-03-17_Mattole River Petrolia
134,MATTOLE R NR PETROLIA CA,Thursday Night,2022-03-18 01:00:00+00:00,2022-03-18 13:00:00+00:00,42,NE,9,0,0,0,Mattole River Petrolia,2022-03-18_Mattole River Petrolia
135,MATTOLE R NR PETROLIA CA,Friday,2022-03-18 13:00:00+00:00,2022-03-19 01:00:00+00:00,61,SSE,5,1,0,0,Mattole River Petrolia,2022-03-18_Mattole River Petrolia
136,MATTOLE R NR PETROLIA CA,Friday Night,2022-03-19 01:00:00+00:00,2022-03-19 13:00:00+00:00,46,S,6,0,0,0,Mattole River Petrolia,2022-03-19_Mattole River Petrolia
137,MATTOLE R NR PETROLIA CA,Saturday,2022-03-19 13:00:00+00:00,2022-03-20 01:00:00+00:00,55,W,9,0,1,0,Mattole River Petrolia,2022-03-19_Mattole River Petrolia
138,MATTOLE R NR PETROLIA CA,Saturday Night,2022-03-20 01:00:00+00:00,2022-03-20 13:00:00+00:00,40,NNW,10,0,1,0,Mattole River Petrolia,2022-03-20_Mattole River Petrolia
139,MATTOLE R NR PETROLIA CA,Sunday,2022-03-20 13:00:00+00:00,2022-03-21 01:00:00+00:00,55,NNW,14,0,1,0,Mattole River Petrolia,2022-03-20_Mattole River Petrolia
140,N YUBA R BL GOODYEARS BAR CA,Tonight,2022-03-14 03:00:00+00:00,2022-03-14 13:00:00+00:00,34,ENE,3,0,0,0,Yuba River,2022-03-14_Yuba River
141,N YUBA R BL GOODYEARS BAR CA,Monday,2022-03-14 13:00:00+00:00,2022-03-15 01:00:00+00:00,57,S,8,1,0,0,Yuba River,2022-03-14_Yuba River
142,N YUBA R BL GOODYEARS BAR CA,Monday Night,2022-03-15 01:00:00+00:00,2022-03-15 13:00:00+00:00,40,S,9,0,0,0,Yuba River,2022-03-15_Yuba River
